R	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	genericName	typifiedName	protocol	lastParsed	lastCrawled
466325419																																																											University of British Columbia	UBC			PRESERVED_SPECIMEN					V229400		"W.H. Parker, Jack Maze"																												1980-08-04T00:00Z				1980	8	4																US	Washington			"Whatcom County, Glacier District, Mount Baker-Snoqualmie National Forest, east slope of Lasiocarpa Ridge"																																													"W.H. Parker, Jack Maze"													Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE		2013-09-07T09:19Z
466325421																																																											University of British Columbia	UBC			PRESERVED_SPECIMEN					V229255		"W.H. Parker, Jack Maze"																												1980-08-04T00:00Z				1980	8	4																US	Washington			"Whatcom County, Glacier District, Mount Baker-Snoqualmie National Forest, east slope of Lasiocarpa Ridge"																																													"W.H. Parker, Jack Maze"													Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE		2013-09-07T09:19Z
466325423																																																											University of British Columbia	UBC			PRESERVED_SPECIMEN					V229072		"W.H. Parker, Jack Maze"																												1980-08-04T00:00Z				1980	8	4																US	Washington			"Whatcom County, Glacier District, Mount Baker-Snoqualmie National Forest, east slope of Lasiocarpa Ridge"																																													"W.H. Parker, Jack Maze"													Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE		2013-09-07T09:19Z
473535323									MT00063782																	63782									en|fr	http://creativecommons.org/publicdomain/zero/1.0/legalcode			2015-11-29T00:00Z								Universit̩ de Montr̩al Biodiversity Centre							PhysicalObject			urn:lsid:biocol.org:col:14437	http://dataset.canadensys.net/mt-specimens	Universit̩ de Montr̩al Biodiversity Centre	MT	Marie-Victorin Herbarium (MT)	Marie-Victorin Herbarium (MT)	PRESERVED_SPECIMEN				63782	MT00063782	7654	"Turner, George H."						reproductive/flowering				mounted																		1951-08-03T00:00Z				1951	8	3	"Aug. 3, 1951"	"From top of a tree 12 to 15 ft heigh & 3 in. diam neam base, among spruces poplar, trisher of others jus (?)"										NORTH_AMERICA				CA	Alberta			"Battle Lake (at south edge of), Lake outlet (1/2 mile on so above)"							hab. data mangled																																						"Turner, George H."													Abies lasiocarpa (Hook.) Nutt.	Abies lasiocarpa (Hooker) Nuttall							Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				0348540a-e644-4496-89d3-c257da9ad776	CA	2016-04-17T17:30Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-02-24T16:26Z	2016-02-24T16:26Z
51738181																																																											OSC	ORE			PRESERVED_SPECIMEN					ORE111375		G.N. Jones																												1934-08-17T00:00Z				1934	8	17												NORTH_AMERICA				US	Oregon	Lane		McKenzie Pass.								44.257	-121.813	1609.34																																			"Liston, A."	1999-01-07T00:00Z												Abies lasiocarpa var. lasiocarpa								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa	lasiocarpa	VARIETY							84aa5ee4-f762-11e1-a439-00145eb45e9a	US	2016-04-17T15:20Z							GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685363	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DIGIR	2014-05-29T11:28Z	2015-07-16T12:24Z
575057756																										http://data.rbge.org.uk/herb/E00245183													2007-04-12T00:00Z															PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15670		E	E	Royal Botanic Garden Edinburgh Herbarium	E	PRESERVED_SPECIMEN				http://data.rbge.org.uk/herb/E00245183	E00245183	221	"Baker, C F; Earle, F S; Tracy, S M"										herbarium specimen of unspecified type					BGBASE:255518													1898-07-01T00:00Z		182		1898	7	1	1898-07-01						"Tree 50 to 80 ft high with soft light grey, corky and not scaly bark. Not common and not observed with cones"				North America					US	Colorado			"Bob Creek, West La Plata"		1000 FT											degrees minutes seconds																																													Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				bf2a4bf0-5f31-11de-b67e-b8a03c50a862	GB	2016-04-16T01:13Z	305	0							FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2014-05-29T14:50Z	2016-06-06T13:39Z
185829107																																																											CS	Herbarium			PRESERVED_SPECIMEN					183818		P Nicholas 21																																																		US	Colorado	Garfield County		",E end of Long Ridge, E end of Roan Plateau"								39.615	-108.0207																																																	Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							95aef98e-f762-11e1-a439-00145eb45e9a	US	2016-04-17T15:20Z							COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DIGIR		2013-09-07T09:23Z
185829115																																																											CS	Herbarium			PRESERVED_SPECIMEN					183826		S O'Kane 280																																																			Colorado	Rio Blanco County		",2.7 mi S on Four-mile Rd from E Miller Ck"								1	0																																																	Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							95aef98e-f762-11e1-a439-00145eb45e9a	US	2016-04-17T15:20Z							GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DIGIR		2013-09-07T09:23Z
209940179																																																											NMCR	Herb			PRESERVED_SPECIMEN					23632		"Kelly W. Allred, Jesse Allred"																												2002-10-16T00:00Z				2002	10	16												NORTH_AMERICA				US	New Mexico	Otero		"Sacramento Mts, Sierra Blanca, subalpine slopes between ski lodge and Ice Springs, cork-bark fir, Engelmann spruce, fescue grassland, common just below treeline"																																													K. Allred													Abies arizonica Merriam								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		arizonica		SPECIES							9587f32a-f762-11e1-a439-00145eb45e9a	US	2016-04-17T16:22Z	3413	0							FALSE	FALSE	2685375	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DIGIR_MANIS		2013-09-07T09:13Z
178038596																																																											B	Herbarium Berolinense			PRESERVED_SPECIMEN				http://herbarium.bgbm.org/object/B180011686	B 18 0011686																																																																																																																		Abies arizonica Merriam								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		arizonica		SPECIES							85714c48-f762-11e1-a439-00145eb45e9a	DE	2016-04-17T15:18Z							TAXON_MATCH_HIGHERRANK		FALSE	FALSE	2685375	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		BIOCASE	2015-11-25T22:32Z	2016-01-13T08:49Z
695163891																																							2003-12-03T00:00Z																				RMCA-Metafro-Infosys	Xylarium			PRESERVED_SPECIMEN					S00027																																																																																																																		Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							b0cb000d-9381-4881-98d9-1594acf59c89	BE	2016-04-17T16:22Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2014-05-29T16:21Z	2016-01-13T14:51Z
441678722																																																											UWBM	Plants			PRESERVED_SPECIMEN					37871		J. William Thompson																												1937-09-06T00:00Z				1937	9	6																US	Washington	Clallam		"Hurricane Ridge, Olympic Mountains."								47.93333	-123.40833																																																	Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							8310f570-f762-11e1-a439-00145eb45e9a	US	2016-04-17T16:22Z	1829	0					GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DIGIR	2014-10-07T14:39Z	2014-10-07T14:39Z
441678775																																																											UWBM	Plants			PRESERVED_SPECIMEN					37983		J.W. Blankinship																												1900-07-27T00:00Z				1900	7	27																US	Montana			Belton.																																																										Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							8310f570-f762-11e1-a439-00145eb45e9a	US	2016-04-17T16:22Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DIGIR	2014-10-07T14:39Z	2014-10-07T14:39Z
1041130968																										urn:occurrence:Arctos:UAM:Herb:113879:715355									en							http://arctos.database.museum/guid/UAM:Herb:113879				http://arctosdb.org/home/data/								PhysicalObject		urn:lsid:biocol.org:col:15621			UAM	Plant specimens (ALA)			PRESERVED_SPECIMEN				urn:occurrence:Arctos:UAM:Herb:113879:715355	113879		Collector(s): unknown										whole organism					ALAAC=74403	Entered by ALA Imaging Project - more data will be available after images are scanned.						<i>Abies lasiocarpa</i> (accepted ID) identified by unknown on 2007-08-20; method: legacy Remark: Identification taken from herbarium sheet folder.							1800-01-01/2007-08-20						not recorded										no higher geography recorded									No specific locality recorded.	No verbatim locality recorded					unknown												unknown	00:00.0			unverified																					A		unknown	2007-08-20T00:00Z		legacy	Identification taken from herbarium sheet folder.									Abies lasiocarpa (Hook.) Nutt.							Plantae; Pinopsida; Pinales; Pinaceae;  (Hook.) Nutt.	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				5c1fdaf6-4a18-4c5d-a84b-a4ba41f077c9	US	2016-04-17T16:08Z								STILLIMAGE	FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2015-03-25T11:14Z	2015-03-25T11:14Z
1041237759																										urn:occurrence:Arctos:UAM:Herb:26470:917745									en							http://arctos.database.museum/guid/UAM:Herb:26470				http://arctosdb.org/home/data/								PhysicalObject		urn:lsid:biocol.org:col:15621			UAM	Plant specimens (ALA)			PRESERVED_SPECIMEN			number of labels: 1	urn:occurrence:Arctos:UAM:Herb:26470:917745	26470		"Collector(s): Alan R. Batten, Glenn Patrick Juday"										whole organism					ALAAC=V104038; original identifier=88-235													1988-08-30T00:00Z			243	1988	8	30	88-08-30	Subalpine fir stand on valley bottom									"North America, United States, Alaska, Skagway Quad, Tongass National Forest"	NORTH_AMERICA				US	Alaska			"Lynn Canal, upper Warm Pass valley, T27S,R61E,S9"	"Lynn Canal, upper Warm Pass valley, T27S,R61E,S9"					Alan R. Batten		59.55	-135.03	3615			decimal degrees					Alan R. Batten	00:00.0	not recorded	unknown	unverified																					A		unknown	2004-10-18T00:00Z		legacy										Abies lasiocarpa (Hook.) Nutt.							Plantae Pinopsida Pinales Pinaceae  (Hook.) Nutt.	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				5c1fdaf6-4a18-4c5d-a84b-a4ba41f077c9	US	2016-04-16T02:11Z							GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84	STILLIMAGE	TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2015-03-25T11:14Z	2015-03-25T11:14Z
1041358613																										urn:uuid:c17d7727-e451-4980-94b3-41372114b044																http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3045134				http://creativecommons.org/publicdomain/zero/1.0/								PhysicalObject		urn:lsid:biocol.org:col:15415	urn:uuid:ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7		KHD	vascular plants			PRESERVED_SPECIMEN				urn:uuid:c17d7727-e451-4980-94b3-41372114b044	KHD00005462	20903I	James D. Montgomery															27447	"; large trees, 50+ ft. tall"												1966-07-06T00:00Z		158		1966	7	6																US	Colorado	Larimer County		"on ledge, rocks above Nymph Lake, Rocky Mountain National Park"		9750 FT						40.30853	-105.65194												"Terrain Navigator, Graphical Locater"		Certainty code: 4																																			Abies bifolia A. Murray								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		bifolia		SPECIES							4e22dd77-6ba1-4256-a692-64fecdf38ea7	US	2016-04-17T16:22Z	2972						COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685368	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2014-11-20T01:32Z	2015-02-17T19:07Z
1041371267																										urn:uuid:c6ed94e6-3a20-48c5-9451-eb1ee5eac425																http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3197882				http://creativecommons.org/publicdomain/zero/1.0/								PhysicalObject		urn:lsid:biocol.org:col:15415	urn:uuid:ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7		KHD	vascular plants			PRESERVED_SPECIMEN				urn:uuid:c6ed94e6-3a20-48c5-9451-eb1ee5eac425	KHD00022294	SS# 533 LS #309	Stanley Smookler; Linda Senser															48044	Correct coordinates for this location appear to be 13 0447785E 4389512N; A low spreading shrub												2010-11-08T00:00Z		223		2010	11	8		"in an evergreen forest made up of limber pine, bristlecone pine and englemann spruce."														US	Colorado	Clear Creek County		"Mt. Evans Wilderness: Chicago Lakes trail, 200 to 300 yards from trailhead."								39.58902	-105.64247									John Cowling		Google Maps																																						Abies bifolia A. Murray								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		bifolia		SPECIES							4e22dd77-6ba1-4256-a692-64fecdf38ea7	US	2016-04-17T16:22Z	3246								TRUE	FALSE	2685368	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2014-11-20T01:33Z	2015-02-17T19:07Z
1090377144		http://www.vertnet.org/resources/norms.html																								5c9461ff-5493-473a-999e-faaf037299f6									en				2007-05-11T08:07Z							http://creativecommons.org/publicdomain/zero/1.0	Bernice Pauahi Bishop Museum							PhysicalObject					BPBM	BISH	Herbarium Pacificum World Specimens	BPBM	PRESERVED_SPECIMEN				5c9461ff-5493-473a-999e-faaf037299f6	411241	Collector Number: 7373	"St.John, H. Davison, R.; English, C.; Jones, G."											in collection																	1925-08-02T00:00Z		214	214	1925	8	2	02-Aug-25	"stream bank, pumice"										NORTH_AMERICA				US	Washington			"Mt. St. Helens, Skamania"	"Washington, Mt. St. Helens, Skamania"	3900 ft																																																								Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES	Species		ICNafp				b929f23d-290f-4e85-8f17-764c55b3b284	US	2016-04-17T15:20Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-04-04T14:45Z	2016-04-04T14:45Z
1097066393																										0bf45feb-da1d-45d2-acbe-d69980ae62f2									en												The New York Botanical Garden							PhysicalObject					NY				PRESERVED_SPECIMEN				0bf45feb-da1d-45d2-acbe-d69980ae62f2	29373	16198	J. H. Christ																												1946-08-03T00:00Z				1946	8	3												NORTH_AMERICA				US	Idaho	Franklin Co.		"Franklin Basin, at head of Cub River"																																																										Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				d415c253-4d61-4459-9d25-4015b9084fb0	US	2016-04-17T17:30Z	2438.4	0							FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2015-11-17T16:27Z	2015-11-17T16:27Z
1097372537																										42c56349-b0ea-4e33-81ca-2d11d0983753									en												The New York Botanical Garden							PhysicalObject					NY				PRESERVED_SPECIMEN				42c56349-b0ea-4e33-81ca-2d11d0983753	29395	6948	T. G. Yuncker																												1937-07-20T00:00Z				1937	7	20												NORTH_AMERICA				US	Montana			Glacier National Park. Near Hidden Lake																																																										Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				d415c253-4d61-4459-9d25-4015b9084fb0	US	2016-04-17T17:30Z	2133.6	0							FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2015-11-17T16:30Z	2015-11-17T16:30Z
1097568712																										65bce925-5a65-4104-835e-6d35a66ff289									en												The New York Botanical Garden							PhysicalObject					NY				PRESERVED_SPECIMEN				65bce925-5a65-4104-835e-6d35a66ff289	29491	5581	D. M. Henderson																												1980-06-12T00:00Z				1980	6	12												NORTH_AMERICA				US	Idaho	Owyhee Co.		"Silver City Range, western part of Owyhee Uplands. North side of range along road from New York Summit to Murphy"																																																										Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				d415c253-4d61-4459-9d25-4015b9084fb0	US	2016-04-17T17:30Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2015-11-17T16:32Z	2015-11-17T16:32Z
1097962010																										ac0ebde5-9cd6-44f6-824b-b0401aaa222d									en												The New York Botanical Garden							PhysicalObject					NY				PRESERVED_SPECIMEN				ac0ebde5-9cd6-44f6-824b-b0401aaa222d	29479	15782	A. Eastwood																												1928-10-22T00:00Z				1928	10	22												NORTH_AMERICA				US	Arizona			San Francisco Mountain. Type locality																																																										Abies lasiocarpa var. arizonica (Merriam) Lemmon								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa	arizonica	VARIETY			ICBN				d415c253-4d61-4459-9d25-4015b9084fb0	US	2016-04-17T17:30Z									FALSE	FALSE	2685374	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2015-11-17T16:36Z	2015-11-17T16:36Z
1098052027																										bc195501-f6d7-4e9f-ae0f-9a609c3f9eec									en												The New York Botanical Garden							PhysicalObject					NY				PRESERVED_SPECIMEN				bc195501-f6d7-4e9f-ae0f-9a609c3f9eec	29405	6717	A. N. Steward																												1954-05-22T00:00Z				1954	5	22												NORTH_AMERICA				US	Oregon	Linn Co.		Along Highway 20 about 1 mile west of junction Route 222								44.43	-121.95																																																	Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				d415c253-4d61-4459-9d25-4015b9084fb0	US	2016-04-17T17:30Z							GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2015-11-17T16:37Z	2015-11-17T16:37Z
1098123483																										c8e251c3-a402-4d79-9659-f37ef6caa311									en												The New York Botanical Garden							PhysicalObject					NY				PRESERVED_SPECIMEN				c8e251c3-a402-4d79-9659-f37ef6caa311	842491	984	K. Moon																												2005-07-08T00:00Z				2005	7	8												NORTH_AMERICA				US	Utah	Rich Co.		"Wastach-cache Natl. Forest,, ca. 0.5 air mile NWW of Running Water Spring; ca. 0.2 mile W of Rich Co. state line."								41.58317	-111.42267																																																	Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				d415c253-4d61-4459-9d25-4015b9084fb0	US	2016-04-17T17:30Z	2608	0					GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2015-11-17T16:37Z	2015-11-17T16:37Z
1098347310																										f0d0b99f-10f2-4bff-af2d-fccc97224184									en												The New York Botanical Garden							PhysicalObject					NY				PRESERVED_SPECIMEN				f0d0b99f-10f2-4bff-af2d-fccc97224184	29409	195	J. Huber																												1971-06-05T00:00Z				1971	6	5												NORTH_AMERICA				US	Oregon	Umatilla Co.		10 miles east of Ukiah on Oregon Highway 244; at Lane Campground--Forest Service																																																										Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				d415c253-4d61-4459-9d25-4015b9084fb0	US	2016-04-17T17:30Z	944.9	0							FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2015-11-17T16:41Z	2015-11-17T16:41Z
888334377																										http://n2t.net/ark:/65665/3e3fad5d4-39f2-4462-9af5-a71c572728bd																				https://creativecommons.org/publicdomain/zero/1.0/								PhysicalObject					US	Botany			PRESERVED_SPECIMEN				http://n2t.net/ark:/65665/3e3fad5d4-39f2-4462-9af5-a71c572728bd	USw14278.2761140	8121	L. Spence													Genbank:																						-- --- ----										"North America, United States, Idaho"	NORTH_AMERICA				US	Idaho			Clarkia																																																										Abies lasiocarpa (Hook.) Nutt.							"Plantae, Coniferales, Pinaceae"	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							5df38344-b821-49c2-8174-cf0f29f4df0d	US	2016-04-17T15:48Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-02-09T19:08Z	2016-04-27T22:31Z
786078585																																																											SMNK	SMNKfungicoll			PRESERVED_SPECIMEN				http://smnk.diversityworkbench.de/collection_SMNK/18320-486657-18980	KR-M-0003554 / 486657 / 18980																														1914-09-05T00:00Z				1914	9	5																US				Silver Lake								39	-105																																																	Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							61a9ca38-b62f-11e2-afcb-00145eb45e9a	DE	2016-04-17T13:51Z									TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		BIOCASE	2016-02-25T18:56Z	2016-06-02T23:58Z
786078592																																																											SMNK	SMNKfungicoll			PRESERVED_SPECIMEN				http://smnk.diversityworkbench.de/collection_SMNK/8491-482344-9151	KR-M-0003662 / 482344 / 9151																														1921-07-01T00:00Z				1921	7	1																US				"Rocky Mountains, San Juan Mountains"								37.8	-107.65																																																	Abies lasiocarpa var. arizonica (Merriam) Lemmon								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa	arizonica	VARIETY							61a9ca38-b62f-11e2-afcb-00145eb45e9a	DE	2016-04-17T13:51Z									TRUE	FALSE	2685374	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		BIOCASE	2016-02-25T18:56Z	2016-06-02T23:58Z
768403901																																																											University of British Columbia	UBC			PRESERVED_SPECIMEN					V98446		"K.I. Beamish, F. Vrugtman"																												1961-07-28T00:00Z				1961	7	28																CA	British Columbia			Lillooet Area; Elisabeth Mine up Blue Creek																																													Katherine I. Beamish													Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE		2013-09-07T09:17Z
