R	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	genericName	typifiedName	protocol	lastParsed	lastCrawled
918953543									Abies lasiocarpa (UBC V229398)																	149700									en	http://creativecommons.org/publicdomain/zero/1.0/legalcode			2012-02-21T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=vwsp.fmp12&layout=vwsp_web_details&recid=178529&ass_num=V229398					University of British Columbia							PhysicalObject			urn:lsid:biocol.org:col:15106	http://dataset.canadensys.net/ubc-vascular-specimens	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN				149700	V229398	AYD	W.H. Parker; Jack Maze										mounted						DBH 34.8 cm						"Abies lasiocarpa by W.H. Parker, Jack Maze 1980"						1980-08-04T00:00Z				1980	8	4	1980 Aug 04	"Virgin forest of Abies amabilis, Tsuga mertensiana, T. heterophylla. A. lasiocarpa associated with talus slope. Understory Sambucus, Acer circinatum and suppressed regen of tree species."														US	Washington			"Whatcom County, Glacier District, Mount Baker-Snoqualmie National Forest, east slope of Lasiocarpa Ridge"		4000 ft																																											W.H. Parker; Jack Maze	1980-01-01T00:00Z												Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z								STILLIMAGE	FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-02-15T18:10Z	2016-02-15T18:10Z
931057063																										25254									en	http://creativecommons.org/publicdomain/zero/1.0/legalcode											University of Guelph											http://dataset.canadensys.net/oac-specimens	Biodiversity Institute of Ontario	OAC	Ontario Agriculture College Herbarium (OAC-BIO)		PRESERVED_SPECIMEN				25254	32485																																																																																																																		Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							68829f71-56b1-4015-a363-ef8f0e1d6e4f	CA	2016-04-16T01:13Z								STILLIMAGE	FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-02-15T17:51Z	2016-02-15T17:51Z
78345706																																																											CMN	CAN			PRESERVED_SPECIMEN					CAN 568502		"Brayshaw, T. C."																												1959-08-23T00:00Z				1959	8	23												NORTH_AMERICA				CA	British Columbia	Kootenay Land Distr.		"Donald, BC, c. 50 miles N; on Big Bend Road"								52.133	-118.45																																																	Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							830da118-f762-11e1-a439-00145eb45e9a	CA	2016-04-17T16:22Z							GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DIGIR	2014-05-29T11:55Z	2014-10-06T16:47Z
883413787									Abies lasiocarpa (Hook.) Nutt.(ALTA-VP 123014)																	urn:catalog:ALTA-VP:123014									en	http://creativecommons.org/publicdomain/zero/1.0/						http://vascularplant.museums.ualberta.ca/details_record.aspx?key=108933					University of Alberta Museums							PhysicalObject			urn:lsid:biocol.org:col:35062		University of Alberta Museums	ALTA-VP	University of Alberta Vascular Plant Herbarium (ALTA-VP)		PRESERVED_SPECIMEN				urn:catalog:ALTA-VP:123014	123014		"McIsaac, P."										dried and pressed																		1981-06-21T00:00Z				1981	6	21	81-06-21										North America | Canada | Alberta | Marshybank Ecological Reserve	NORTH_AMERICA				CA	Alberta	Marshybank Ecological Reserve		Marshybank Lake	Marshybank [Marshybank Lake].					Canadian Geographical Names Data Base		52.78508	-116.76992	3318								"McDougall, Seamus"	15-07-16		Alberta Geological Survey Township Converter | Alberta Provincial Parks Website		"Coordinates at rough centre of Marshybank Ecological Reserve (both non-contiguous areas taken together), at NW corner of LSD 15, S 12, T 44, R 20, W5. Uncertainty is distance to farthest points within Ecological Reserve, based on reserve being in area 4 miles wide by 1 mile high."																						"Tannas, K."													Abies lasiocarpa (Hook.) Nutt.		Abies Mill.					Plantae | Gymnosperms | Pinales | Pinaceae | Abies Mill.	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				2429287b-ef65-4cfd-afcc-11cc3ba95cca	CA	2016-05-10T19:39Z							COORDINATE_ROUNDED;COORDINATE_REPROJECTED		TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-05-10T19:39Z	2016-05-10T19:39Z
883414220									Abies lasiocarpa (Hook.) Nutt.(ALTA-VP 124876)																	urn:catalog:ALTA-VP:124876									en	http://creativecommons.org/publicdomain/zero/1.0/						http://vascularplant.museums.ualberta.ca/details_record.aspx?key=109486					University of Alberta Museums							PhysicalObject			urn:lsid:biocol.org:col:35062		University of Alberta Museums	ALTA-VP	University of Alberta Vascular Plant Herbarium (ALTA-VP)		PRESERVED_SPECIMEN				urn:catalog:ALTA-VP:124876	124876	AY-6	"Parker, W. H. | Maze, J."										dried and pressed				"Scrubby forest of Tsuga mertensiana, Abies amabilis, A. lasiocarpa, Thuja plicata and Pinus monticola.  Understory of Arctostaphylos uva-ursi, Gaultheria procembens, Phyllodoce , Cassiope, Vaccinium sp. and regen of mature trees."		regen. from this site												1980-07-31T00:00Z				1980	7	31	80-07-31	forest									North America | Canada | British Columbia | Vancouver Island	NORTH_AMERICA			Vancouver Island	CA	British Columbia			Mount Washington	"Vancouver Island, north of Forbidden Plateau, east slope of Mount Washington. Rocky hillside above recent cut. Scrubby forest of Tsuga mertensiana, Abies amabilis, A. lasiocarpa, Thuja plicata and Pinus monticola.  Understory of Arctostaphylos uva-ursi, Gaultheria procembens, Phyllodoce , Cassiope, Vaccinium sp. and regen of mature trees. Altitude: 3000 ft"	3000 ft				Canadian Geographical Names Data Base																																							"Parker, W. H. | Maze, J."	1980-01-01T00:00Z												Abies lasiocarpa (Hook.) Nutt.		Abies Mill.					Plantae | Gymnosperms | Pinales | Pinaceae | Abies Mill.	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				2429287b-ef65-4cfd-afcc-11cc3ba95cca	CA	2016-05-10T19:39Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-05-10T19:39Z	2016-05-10T19:39Z
883381693									Abies lasiocarpa (Hook.) Nutt.(ALTA-VP 91115)																	urn:catalog:ALTA-VP:91115									en	http://creativecommons.org/publicdomain/zero/1.0/						http://vascularplant.museums.ualberta.ca/details_record.aspx?key=18418					University of Alberta Museums							PhysicalObject			urn:lsid:biocol.org:col:35062		University of Alberta Museums	ALTA-VP	University of Alberta Vascular Plant Herbarium (ALTA-VP)		PRESERVED_SPECIMEN				urn:catalog:ALTA-VP:91115	91115		"Griffiths, Graham C. D."										dried and pressed				Codominant with white spruce.														1985-07-16T00:00Z				1985	7	16	85-07-16	forest; coniferous									North America | Canada | Alberta	NORTH_AMERICA				CA	Alberta			Twin Lakes	Twin Lakes km 144 of Mackenzie Highway.	709 m (2325 ft.)				Canadian Geographical Names Data Base		57.45	-117.51667	2259								"McDougall, Seamus"	15-02-05		MaNIS georeferencing guidelines		Verbatim lat-long converted to decimal. Assumed 1 minute verbatim coordinate precision and derived uncertainty via SQL calculation.																																			Abies lasiocarpa (Hook.) Nutt.		Abies Mill.					Plantae | Gymnosperms | Pinales | Pinaceae | Abies Mill.	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				2429287b-ef65-4cfd-afcc-11cc3ba95cca	CA	2016-05-10T19:38Z							COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-05-10T19:38Z	2016-05-10T19:38Z
439358782																										http://coldb.mnhn.fr/catalognumber/mnhn/p/p01584017																																	MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p01584017	P01584017												hb																																																																																																						Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2016-05-25T16:27Z								STILLIMAGE	FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-05-25T15:48Z	2016-05-25T15:48Z
1020042144																										K000567692																																	K	Herbarium			PRESERVED_SPECIMEN				http://specimens.kew.org/herbarium/K000567692	K000567692	221	"Baker, C.F."																												1898-07-01T00:00Z				1898	7	1											Colorado					US				Bob Creek																																																										Abies lasiocarpa var. lasiocarpa							PINACEAE	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa	lasiocarpa	VARIETY						Taxonomic status: accepted	cd6e21c8-9e8a-493a-8a76-fbf7862069e5	GB	2016-05-06T07:49Z	3100								FALSE	FALSE	2685363	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-05-06T07:41Z	2016-05-06T07:41Z
1146280042																										http://arctos.database.museum/guid/UAM:Herb:194353?seid=1319063									en							http://arctos.database.museum/guid/UAM:Herb:194353				http://creativecommons.org/licenses/by-nc/3.0								PhysicalObject		urn:lsid:biocol.org:col:15621			UAM	Plant specimens (ALA)			PRESERVED_SPECIMEN				http://arctos.database.museum/guid/UAM:Herb:194353?seid=1319063	194353		Collector(s): unknown										whole organism					"ISC: Ada Hayden Herbarium, Iowa State University=301383"	Entered by ALA Imaging Project - more data will be available after images are scanned.	http://arctos.database.museum/guid/UAM:Herb:194353					<i>Abies lasiocarpa</i> (accepted ID) identified by unknown on 2009-07-01; method: legacy Remark: Identification taken from herbarium sheet folder.							1800-01-01/2010-01-14						not recorded										no higher geography recorded									No specific locality recorded.	No verbatim locality recorded					unknown												unknown	00:00.0			unverified																					A		unknown	2009-07-01T00:00Z		legacy	Identification taken from herbarium sheet folder.									Abies lasiocarpa (Hook.) Nutt.							Plantae; Pinopsida; Pinales; Pinaceae;  (Hook.) Nutt.	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				5c1fdaf6-4a18-4c5d-a84b-a4ba41f077c9	US	2016-05-26T04:33Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-05-26T04:32Z	2016-05-26T04:32Z
1146341988																										http://arctos.database.museum/guid/UAM:Herb:41547?seid=966952									en							http://arctos.database.museum/guid/UAM:Herb:41547				http://creativecommons.org/licenses/by-nc/3.0								PhysicalObject		urn:lsid:biocol.org:col:15621			UAM	Plant specimens (ALA)			PRESERVED_SPECIMEN			number of labels=1	http://arctos.database.museum/guid/UAM:Herb:41547?seid=966952	41547		Collector(s): Jacob Peter Anderson										whole organism					ALAAC=18139; original identifier=5526		http://arctos.database.museum/guid/UAM:Herb:41547					<i>Abies lasiocarpa</i> (accepted ID) identified by unknown on 2004-10-18; method: legacy						1931-06-30T00:00Z			181	1931	6	30	31-06-30										"North America, United States, Alaska, Ketchikan Quad, Tongass National Forest"	NORTH_AMERICA				US	Alaska			"Coast Mts., Hyder"	"Coast Mts., Hyder"					Alan R. Batten		55.91	-130	3615			decimal degrees					Alan R. Batten	00:00.0	not recorded	unknown	unverified																					A		unknown	2004-10-18T00:00Z		legacy										Abies lasiocarpa (Hook.) Nutt.							Plantae; Pinopsida; Pinales; Pinaceae;  (Hook.) Nutt.	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				5c1fdaf6-4a18-4c5d-a84b-a4ba41f077c9	US	2016-05-26T04:34Z							COUNTRY_COORDINATE_MISMATCH;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84		TRUE	TRUE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-05-26T04:33Z	2016-05-26T04:32Z
730539801																										http://coldb.mnhn.fr/catalognumber/mnhn/p/p06802927																																	MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p06802927	P06802927												hb																																																																																																						Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2016-05-25T19:57Z								STILLIMAGE	FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-05-25T17:52Z	2016-05-25T16:57Z
730539800																										http://coldb.mnhn.fr/catalognumber/mnhn/p/p06802938																																	MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p06802938	P06802938												hb																																																																																																						Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2016-05-25T19:57Z								STILLIMAGE	FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-05-25T17:52Z	2016-05-25T16:57Z
1269689979									"Louisiana State University, Shirley C. Tucker Herbarium (LSU)"																	4328dad0-27a5-11e3-8d47-005056be0003									en	CC0			2015-10-16T04:17Z			http://sernecportal.org/portal/collections/individual/index.php?occid=5716115					"Louisiana State University, Shirley C. Tucker Herbarium"							PhysicalObject			fe609977-5b39-49c5-905a-32ca83233244		LSU				PRESERVED_SPECIMEN				4328dad0-27a5-11e3-8d47-005056be0003	LSU00071009	1700	Robert Burckhalter										1					84583													1989-08-15T00:00Z		227		1989	8	15	8/15/1989	"Common tree, to 10m tall. Moist spruce-fir-pine forest. Rocky hilly terrain."														US	Montana	Stillwater County		Emeral Lake Campground. Custer National Forest. 22.5 miles SSW of Absarokee. Emerald Lake Quad.		6400 ft.						45.25	-109.7																																																	Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							56e9c560-bd2a-11dd-b15e-b8a03c50a862	US	2016-05-30T20:41Z	1951						COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-05-30T20:40Z	2016-05-30T20:40Z
1257677021									http://www.tropicos.org/Specimen/100327541																	urn:catalog:MO:Tropicos:100327541										http://creativecommons.org/licenses/by/4.0/legalcode											Missouri Botanical Garden							PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15859		MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN				urn:catalog:MO:Tropicos:100327541	100327541	Engelmann s.n.	George Engelmann																												1881-07-26T00:00Z				1881	7	26												NORTH_AMERICA				US	Colorado			"Scrambling bushes above the timberline, above Berthoud Pass."																																													"E. L. Little, Jr."	1975-01-01T00:00Z				24900140								Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICNafp		No opinion		7bd65a7a-f762-11e1-a439-00145eb45e9a	US	2016-06-06T13:16Z	3870.96							STILLIMAGE	FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-06-06T13:11Z	2016-06-06T13:11Z
1257677064									http://www.tropicos.org/Specimen/100327549																	urn:catalog:MO:Tropicos:100327549										http://creativecommons.org/licenses/by/4.0/legalcode											Missouri Botanical Garden							PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15859		MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN				urn:catalog:MO:Tropicos:100327549	100327549	Parry 72	Charles C. Parry																																1872														NORTH_AMERICA				US	Colorado			Empire.																																													"E. L. Little, Jr."	1975-01-01T00:00Z				24900140								Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICNafp		No opinion		7bd65a7a-f762-11e1-a439-00145eb45e9a	US	2016-06-06T13:16Z								STILLIMAGE	FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-06-06T13:11Z	2016-06-06T13:11Z
1257677275									http://www.tropicos.org/Specimen/100327766																	urn:catalog:MO:Tropicos:100327766										http://creativecommons.org/licenses/by/4.0/legalcode											Missouri Botanical Garden							PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15859		MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN				urn:catalog:MO:Tropicos:100327766	100327766	Douglas s.n.	Robert Douglas																																1878	9													NORTH_AMERICA				US	Illinois			"Nursery Waukegan, Illinois."																																													"E. L. Little, Jr."	1975-01-01T00:00Z				24900140								Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICNafp		No opinion		7bd65a7a-f762-11e1-a439-00145eb45e9a	US	2016-06-06T13:16Z								STILLIMAGE	FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-06-06T13:11Z	2016-06-06T13:11Z
1257677442									http://www.tropicos.org/Specimen/100327959																	urn:catalog:MO:Tropicos:100327959										http://creativecommons.org/licenses/by/4.0/legalcode											Missouri Botanical Garden							PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15859		MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN				urn:catalog:MO:Tropicos:100327959	100327959	Sargent s.n.	Charles S. Sargent																																1880	8													NORTH_AMERICA				US				Mountains south of the Cascades of the Columbia..																																													"E. L. Little, Jr."	1975-01-01T00:00Z				24900140								Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICNafp		No opinion		7bd65a7a-f762-11e1-a439-00145eb45e9a	US	2016-06-06T13:16Z								STILLIMAGE	FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-06-06T13:11Z	2016-06-06T13:11Z
1257677410									http://www.tropicos.org/Specimen/100327950																	urn:catalog:MO:Tropicos:100327950										http://creativecommons.org/licenses/by/4.0/legalcode											Missouri Botanical Garden							PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15859		MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN				urn:catalog:MO:Tropicos:100327950	100327950	Muir s.n.	John Muir																																1879														NORTH_AMERICA				US	Alaska			"Head of Navigation of Stachine [Stikine] River, NE of Sitka, eastern slope of mountains."																																													"E. L. Little, Jr."	1975-01-01T00:00Z				24900140								Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICNafp		No opinion		7bd65a7a-f762-11e1-a439-00145eb45e9a	US	2016-06-06T13:16Z	1524							STILLIMAGE	FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-06-06T13:11Z	2016-06-06T13:11Z
1038959808		"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj"							Abies lasiocarpa (YU.024093)																	urn:uuid:64729bed-0ff7-41fe-9c66-0e7a5f57b550									eng	http://creativecommons.org/publicdomain/zero/1.0/						http://collections.peabody.yale.edu/search/Record/YU.024093					Yale Peabody Museum of Natural History							PhysicalObject					YPM	YU		YPM	PRESERVED_SPECIMEN			"{ ""mm_repository_id"": ""158905"" }"	urn:uuid:64729bed-0ff7-41fe-9c66-0e7a5f57b550	YU.024093																		number 24093; lot count 1						Abies lasiocarpa																																																																																										Abies lasiocarpa (Hook.) Nutt.							Plantae; Tracheophyta; Pinaceae; Abietoideae	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES		pines; tracheophytes; plants	ICBN			Animals and Plants: Plants	963f12d0-f762-11e1-a439-00145eb45e9a	US	2016-06-06T11:00Z								STILLIMAGE	FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-06-06T10:59Z	2016-06-08T18:36Z
